id,code,name,account_type,account_class,parent_id,level,is_vat_applicable,vat_direction,is_active,is_analytical,company_id,created_at,updated_at,supports_quantities,default_unit
219,611,Разходи за основна дейност,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
220,612,Разходи за спомагателна дейност,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
221,613,Разходи за придобиване на дълготрайни активи,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
222,614,Административни разходи,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
223,615,Разходи за продажба,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
224,616,Разходи за ликвидация на дълготрайни материални активи,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
225,617,Разходи по дейности в предприятия с нестопанска дейност,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
226,618,Разходи при ликвидация и несъстоятелност,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
227,621,Разходи за лихви,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
228,622,Разходи за провизиране на рискови активи,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
229,623,Разходи по операции с финансови активи и инструменти,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
230,624,Разходи по валутни операции,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
231,625,Разходи от последващи оценки на финансови активи и инструменти,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
232,629,Други финансови разходи,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
233,651,Нефинансови разходи за бъдещи периоди,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
234,652,Финансови разходи за бъдещи периоди,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
235,691,Отписани вземания,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
236,692,Разходи за глоби и неустойки,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
237,699,Други извънредни разходи,EXPENSE,6,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
238,701,Приходи от продажба на продукция,REVENUE,7,,1,t,OUTPUT,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
239,702,Приходи от продажба на стоки,REVENUE,7,,1,t,OUTPUT,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
240,703,Приходи от продажба на услуги,REVENUE,7,,1,t,OUTPUT,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
241,705,Приходи от продажби на дълготрайни активи,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
242,709,Други приходи,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
243,711,Приходи от регламентиране дейност,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
244,712,Приходи от членски внос,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
245,713,Приходи от дарения,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
246,714,Приходи от субсидии,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
247,719,Други приходи,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
248,721,Приходи от лихви,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
249,722,Приходи от дялово участие,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
250,723,Приходи от операции с финансови активи и инструменти,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
251,724,Приходи от валутни операции,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
252,725,Приходи от последващи оценки на финансови активи и инструменти,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
253,726,Приходи от реинтегрирани провизии,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
254,729,Други финансови приходи,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
255,751,Нефинансови приходи за бъдещи периоди,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
256,752,Финансови приходи за бъдещи периоди,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
257,753,Финансиране за дълготрайни активи,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
258,754,Финансиране на текущата дейност,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
259,791,Отписани задължения,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
260,792,Приходи от глоби и неустойки,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
261,799,Други извънредни приходи,REVENUE,7,,1,f,NONE,t,f,1,2025-10-19 13:46:04.032775+00,2025-10-19 13:46:04.032775+00,f,
